encoder,depth,n_probes,budgeted,recall,recall_stderr,scan_mean,scan_p50,scan_p95,scan_max,n_ranges
hilbert-pca2-b30-minmax,5,4,0,0.0975,0.0081,0.01615,0.01569,0.03138,0.03687,2.17
hilbert-pca2-b30-minmax,5,8,0,0.185,0.0119,0.03248,0.03263,0.05902,0.06813,2.9
hilbert-pca2-b30-minmax,5,16,0,0.3255,0.015,0.06223,0.06306,0.10927,0.12187,4.43
hilbert-pca2-b30-minmax,5,32,0,0.527,0.0175,0.11365,0.1215,0.18742,0.20513,6.22
hilbert-pca2-b30-minmax,5,64,0,0.7475,0.0147,0.19834,0.214,0.30212,0.31888,8.95
hilbert-pca2-b30-minmax,5,40,1,0.0435,0.0048,0.005,0.005,0.005,0.005,1.65
hilbert-pca2-b30-minmax,5,80,1,0.085,0.0075,0.01,0.01,0.01,0.01,2.23
hilbert-pca2-b30-minmax,5,160,1,0.158,0.0119,0.02,0.02,0.02,0.02,2.98
hilbert-pca2-b30-minmax,5,400,1,0.335,0.018,0.05,0.05,0.05,0.05,4.84
hilbert-pca2-b30-minmax,6,1,0,0.0085,0.0021,0.00105,0.001,0.00225,0.00313,1.0
hilbert-pca2-b30-minmax,6,2,0,0.016,0.0029,0.00209,0.00187,0.00438,0.00487,1.53
hilbert-pca2-b30-minmax,6,4,0,0.032,0.0041,0.00421,0.004,0.00813,0.00962,2.22
hilbert-pca2-b30-minmax,6,8,0,0.059,0.0059,0.0084,0.00825,0.01565,0.01825,3.06
hilbert-pca2-b30-minmax,6,16,0,0.101,0.0087,0.01648,0.016,0.03102,0.03562,4.44
hilbert-pca2-b30-minmax,6,32,0,0.1925,0.0118,0.03226,0.03275,0.05851,0.06675,6.42
hilbert-pca2-b30-minmax,6,64,0,0.33,0.0149,0.06225,0.063,0.1094,0.12125,9.1
hilbert-pca2-b30-minmax,6,40,1,0.0435,0.005,0.005,0.005,0.005,0.005,3.4
hilbert-pca2-b30-minmax,6,80,1,0.0845,0.0078,0.00997,0.01,0.01,0.01,4.69
hilbert-pca2-b30-minmax,6,160,1,0.1625,0.0112,0.01992,0.02,0.02,0.02,7.0
hilbert-pca2-b30-minmax,6,400,1,0.332,0.0181,0.04949,0.05,0.05,0.05,11.91
hilbert-pca2-b30-minmax,7,1,0,0.004,0.0014,0.00027,0.00025,0.00063,0.001,1.0
hilbert-pca2-b30-minmax,7,2,0,0.006,0.0018,0.00055,0.0005,0.00125,0.0015,1.53
hilbert-pca2-b30-minmax,7,4,0,0.0095,0.0022,0.00106,0.001,0.00213,0.00263,2.15
hilbert-pca2-b30-minmax,7,8,0,0.0165,0.0028,0.00211,0.002,0.00413,0.00513,3.03
hilbert-pca2-b30-minmax,7,16,0,0.0315,0.0041,0.0042,0.004,0.00801,0.00937,4.44
hilbert-pca2-b30-minmax,7,32,0,0.057,0.006,0.00832,0.00806,0.01563,0.0185,6.49
hilbert-pca2-b30-minmax,7,64,0,0.102,0.0084,0.01659,0.01644,0.03102,0.03587,8.95
hilbert-pca2-b30-minmax,7,40,1,0.0435,0.0049,0.00496,0.005,0.005,0.005,8.35
hilbert-pca2-b30-minmax,7,80,1,0.0885,0.0081,0.00987,0.01,0.01,0.01,13.94
hilbert-pca2-b30-minmax,7,160,1,0.1505,0.0103,0.01927,0.02,0.02,0.02,22.4
hilbert-pca2-b30-minmax,7,400,1,0.265,0.0145,0.04281,0.05,0.05,0.05,36.12
hilbert-pca2-b30-minmax,8,1,0,0.0005,0.0005,7e-05,0.0,0.00025,0.0005,1.0
hilbert-pca2-b30-minmax,8,2,0,0.001,0.0007,0.00013,0.00013,0.00038,0.0005,1.51
hilbert-pca2-b30-minmax,8,4,0,0.002,0.001,0.00028,0.00025,0.00075,0.00137,2.23
hilbert-pca2-b30-minmax,8,8,0,0.0055,0.0018,0.00053,0.0005,0.00113,0.00162,3.01
hilbert-pca2-b30-minmax,8,16,0,0.009,0.0021,0.00106,0.00088,0.00225,0.00275,4.53
hilbert-pca2-b30-minmax,8,32,0,0.0175,0.0031,0.00214,0.002,0.00426,0.00562,6.39
hilbert-pca2-b30-minmax,8,64,0,0.0295,0.0041,0.0042,0.00394,0.00813,0.00962,8.96
hilbert-pca2-b30-minmax,8,40,1,0.037,0.0044,0.00479,0.005,0.005,0.005,20.15
hilbert-pca2-b30-minmax,8,80,1,0.0665,0.0066,0.00891,0.01,0.01,0.01,34.49
hilbert-pca2-b30-minmax,8,160,1,0.0955,0.0079,0.01445,0.01663,0.02,0.02,50.47
hilbert-pca2-b30-minmax,8,400,1,0.1035,0.0085,0.01662,0.01663,0.03076,0.03587,55.08
hilbert-pca2-b30-minmax,10,1,0,0.0005,0.0005,0.0,0.0,0.0,0.00025,1.0
hilbert-pca2-b30-minmax,10,2,0,0.0005,0.0005,1e-05,0.0,0.00013,0.00025,1.52
hilbert-pca2-b30-minmax,10,4,0,0.0005,0.0005,2e-05,0.0,0.00013,0.00025,2.12
hilbert-pca2-b30-minmax,10,8,0,0.0005,0.0005,4e-05,0.0,0.00025,0.00038,2.94
hilbert-pca2-b30-minmax,10,16,0,0.0005,0.0005,7e-05,0.0,0.00025,0.0005,4.49
hilbert-pca2-b30-minmax,10,32,0,0.001,0.0007,0.00013,0.00013,0.0005,0.00075,6.48
hilbert-pca2-b30-minmax,10,64,0,0.0015,0.0009,0.00027,0.00025,0.00075,0.00125,9.04
hilbert-pca2-b30-minmax,10,40,1,0.009,0.0021,0.00107,0.001,0.00225,0.00287,7.97
hilbert-pca2-b30-minmax,10,80,1,0.009,0.0021,0.00107,0.001,0.00225,0.00287,7.97
hilbert-pca2-b30-minmax,10,160,1,0.009,0.0021,0.00107,0.001,0.00225,0.00287,7.97
hilbert-pca2-b30-minmax,10,400,1,0.009,0.0021,0.00107,0.001,0.00225,0.00287,7.97
hkmeans-L4xK8,2,1,0,0.514,0.0203,0.01892,0.01713,0.03413,0.03837,1.0
hkmeans-L4xK8,2,2,0,0.7235,0.0165,0.03795,0.03625,0.066,0.0725,1.82
hkmeans-L4xK8,2,4,0,0.8695,0.0121,0.0749,0.07106,0.11226,0.13425,3.06
hkmeans-L4xK8,2,8,0,0.944,0.0074,0.15422,0.15006,0.21032,0.2225,4.88
hkmeans-L4xK8,2,16,0,0.9795,0.0038,0.31689,0.32031,0.35841,0.37088,8.24
hkmeans-L4xK8,2,32,0,0.997,0.0012,0.58582,0.58831,0.61376,0.62862,10.8
hkmeans-L4xK8,2,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L4xK8,2,40,1,0.1915,0.0156,0.005,0.005,0.005,0.005,1.0
hkmeans-L4xK8,2,80,1,0.344,0.0203,0.01,0.01,0.01,0.01,1.11
hkmeans-L4xK8,2,160,1,0.5305,0.021,0.02,0.02,0.02,0.02,1.61
hkmeans-L4xK8,2,400,1,0.8025,0.0152,0.05,0.05,0.05,0.05,2.56
hkmeans-L4xK8,4,1,0,0.1595,0.009,0.00069,0.00063,0.00137,0.00213,1.0
hkmeans-L4xK8,4,2,0,0.2915,0.0125,0.00144,0.00137,0.00238,0.00325,1.88
hkmeans-L4xK8,4,4,0,0.454,0.0155,0.00288,0.00287,0.00438,0.0055,3.56
hkmeans-L4xK8,4,8,0,0.6185,0.0158,0.00576,0.00562,0.00813,0.00925,6.93
hkmeans-L4xK8,4,16,0,0.753,0.0137,0.01144,0.01137,0.01488,0.01713,13.24
hkmeans-L4xK8,4,32,0,0.87,0.0108,0.02252,0.02225,0.02876,0.03288,24.91
hkmeans-L4xK8,4,64,0,0.938,0.0078,0.0442,0.04356,0.05551,0.05875,46.95
hkmeans-L4xK8,4,40,1,0.617,0.0158,0.005,0.005,0.005,0.005,6.78
hkmeans-L4xK8,4,80,1,0.7565,0.0148,0.01,0.01,0.01,0.01,12.43
hkmeans-L4xK8,4,160,1,0.868,0.0113,0.02,0.02,0.02,0.02,23.54
hkmeans-L4xK8,4,400,1,0.953,0.0069,0.05,0.05,0.05,0.05,54.26
rvq-L4xK8,2,1,0,0.4485,0.0193,0.02285,0.02525,0.03975,0.03975,1.0
rvq-L4xK8,2,2,0,0.6495,0.0185,0.04372,0.04381,0.06829,0.07462,1.79
rvq-L4xK8,2,4,0,0.794,0.0148,0.07874,0.07537,0.11925,0.13562,2.88
rvq-L4xK8,2,8,0,0.9215,0.0093,0.14278,0.13931,0.21276,0.229,3.27
rvq-L4xK8,2,16,0,0.9775,0.0048,0.29779,0.3,0.35164,0.38725,6.17
rvq-L4xK8,2,32,0,0.993,0.0021,0.55384,0.55694,0.61117,0.6435,9.1
rvq-L4xK8,2,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L4xK8,2,40,1,0.099,0.0101,0.005,0.005,0.005,0.005,1.01
rvq-L4xK8,2,80,1,0.2005,0.014,0.01,0.01,0.01,0.01,1.05
rvq-L4xK8,2,160,1,0.362,0.0181,0.02,0.02,0.02,0.02,1.43
rvq-L4xK8,2,400,1,0.669,0.0184,0.05,0.05,0.05,0.05,2.31
rvq-L4xK8,4,1,0,0.1005,0.0096,0.00109,0.00063,0.00341,0.00813,1.0
rvq-L4xK8,4,2,0,0.1735,0.0127,0.00196,0.00137,0.00638,0.01125,1.91
rvq-L4xK8,4,4,0,0.249,0.0159,0.00326,0.0025,0.00887,0.01475,3.54
rvq-L4xK8,4,8,0,0.3425,0.0186,0.0055,0.00469,0.01263,0.015,6.42
rvq-L4xK8,4,16,0,0.453,0.0192,0.00899,0.00831,0.01688,0.02388,11.41
rvq-L4xK8,4,32,0,0.5815,0.0185,0.01534,0.015,0.02526,0.03438,19.75
rvq-L4xK8,4,64,0,0.709,0.017,0.02602,0.0265,0.03928,0.04838,32.51
rvq-L4xK8,4,40,1,0.3115,0.0142,0.005,0.005,0.005,0.005,6.44
rvq-L4xK8,4,80,1,0.4735,0.0166,0.01,0.01,0.01,0.01,11.88
rvq-L4xK8,4,160,1,0.6585,0.0162,0.02,0.02,0.02,0.02,21.97
rvq-L4xK8,4,400,1,0.8435,0.0133,0.04951,0.05,0.05,0.05,51.12
hkmeans-L6xK4,2,1,0,0.73,0.0199,0.0895,0.08925,0.15225,0.15225,1.0
hkmeans-L6xK4,2,2,0,0.8805,0.013,0.17866,0.19075,0.2435,0.28225,1.59
hkmeans-L6xK4,2,4,0,0.968,0.0069,0.35807,0.3665,0.46387,0.46387,2.37
hkmeans-L6xK4,2,8,0,0.9935,0.0026,0.66787,0.71637,0.76062,0.76125,3.49
hkmeans-L6xK4,2,16,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L6xK4,2,32,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L6xK4,2,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L6xK4,2,40,1,0.049,0.0081,0.005,0.005,0.005,0.005,1.0
hkmeans-L6xK4,2,80,1,0.1335,0.0158,0.01,0.01,0.01,0.01,1.0
hkmeans-L6xK4,2,160,1,0.229,0.0223,0.02,0.02,0.02,0.02,1.01
hkmeans-L6xK4,2,400,1,0.503,0.0269,0.05,0.05,0.05,0.05,1.11
hkmeans-L6xK4,3,1,0,0.523,0.0203,0.02316,0.022,0.04512,0.04512,1.0
hkmeans-L6xK4,3,2,0,0.706,0.0171,0.04643,0.04469,0.08226,0.08887,1.68
hkmeans-L6xK4,3,4,0,0.8655,0.0125,0.09341,0.09575,0.13962,0.16987,2.52
hkmeans-L6xK4,3,8,0,0.942,0.0081,0.18642,0.20262,0.24889,0.266,4.31
hkmeans-L6xK4,3,16,0,0.981,0.0038,0.3649,0.39206,0.43827,0.45637,6.78
hkmeans-L6xK4,3,32,0,0.998,0.001,0.66539,0.69012,0.73827,0.75325,9.46
hkmeans-L6xK4,3,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L6xK4,3,40,1,0.1705,0.0155,0.005,0.005,0.005,0.005,1.02
hkmeans-L6xK4,3,80,1,0.325,0.0206,0.01,0.01,0.01,0.01,1.14
hkmeans-L6xK4,3,160,1,0.518,0.0215,0.02,0.02,0.02,0.02,1.39
hkmeans-L6xK4,3,400,1,0.745,0.0184,0.05,0.05,0.05,0.05,2.21
hkmeans-L6xK4,4,1,0,0.372,0.0175,0.0067,0.00631,0.01375,0.01775,1.0
hkmeans-L6xK4,4,2,0,0.546,0.0176,0.01295,0.01269,0.02389,0.03012,1.73
hkmeans-L6xK4,4,4,0,0.7095,0.015,0.02642,0.0255,0.04519,0.0535,2.85
hkmeans-L6xK4,4,8,0,0.854,0.0121,0.05213,0.05312,0.08026,0.09688,4.89
hkmeans-L6xK4,4,16,0,0.9325,0.0084,0.10219,0.10731,0.14267,0.169,8.14
hkmeans-L6xK4,4,32,0,0.973,0.0045,0.20379,0.21575,0.25627,0.27663,13.38
hkmeans-L6xK4,4,64,0,0.995,0.0017,0.39265,0.41525,0.45331,0.46487,21.59
hkmeans-L6xK4,4,40,1,0.3635,0.0174,0.005,0.005,0.005,0.005,1.4
hkmeans-L6xK4,4,80,1,0.536,0.0182,0.01,0.01,0.01,0.01,1.99
hkmeans-L6xK4,4,160,1,0.6795,0.0169,0.02,0.02,0.02,0.02,3.04
hkmeans-L6xK4,4,400,1,0.848,0.0123,0.05,0.05,0.05,0.05,5.38
hkmeans-L6xK4,5,1,0,0.241,0.0138,0.00212,0.00187,0.00451,0.00525,1.0
hkmeans-L6xK4,5,2,0,0.395,0.0165,0.00416,0.004,0.00801,0.00975,1.75
hkmeans-L6xK4,5,4,0,0.564,0.0164,0.00841,0.00806,0.01401,0.01937,3.2
hkmeans-L6xK4,5,8,0,0.7225,0.0146,0.01715,0.01719,0.02663,0.03225,5.79
hkmeans-L6xK4,5,16,0,0.8495,0.0119,0.03402,0.03431,0.04916,0.05725,10.4
hkmeans-L6xK4,5,32,0,0.926,0.0078,0.06623,0.06813,0.09006,0.10237,18.5
hkmeans-L6xK4,5,64,0,0.969,0.0047,0.13123,0.13706,0.16381,0.17663,33.12
hkmeans-L6xK4,5,40,1,0.4825,0.0179,0.005,0.005,0.005,0.005,2.74
hkmeans-L6xK4,5,80,1,0.641,0.0167,0.01,0.01,0.01,0.01,4.64
hkmeans-L6xK4,5,160,1,0.775,0.0141,0.02,0.02,0.02,0.02,7.95
hkmeans-L6xK4,5,400,1,0.8975,0.01,0.05,0.05,0.05,0.05,15.83
hkmeans-L6xK4,6,1,0,0.1665,0.0103,0.00078,0.00069,0.00162,0.00263,1.0
hkmeans-L6xK4,6,2,0,0.2925,0.0137,0.00163,0.0015,0.00326,0.00462,1.8
hkmeans-L6xK4,6,4,0,0.4445,0.0161,0.00338,0.00337,0.0055,0.0075,3.42
hkmeans-L6xK4,6,8,0,0.596,0.0156,0.00706,0.00694,0.01064,0.01463,6.42
hkmeans-L6xK4,6,16,0,0.7395,0.0148,0.01422,0.01456,0.02001,0.02438,12.27
hkmeans-L6xK4,6,32,0,0.851,0.0115,0.02783,0.02863,0.03788,0.04213,23.09
hkmeans-L6xK4,6,64,0,0.9305,0.0076,0.05488,0.05681,0.06826,0.07487,43.92
hkmeans-L6xK4,6,40,1,0.568,0.017,0.005,0.005,0.005,0.005,5.61
hkmeans-L6xK4,6,80,1,0.692,0.0163,0.01,0.01,0.01,0.01,10.22
hkmeans-L6xK4,6,160,1,0.815,0.0137,0.02,0.02,0.02,0.02,18.91
hkmeans-L6xK4,6,400,1,0.9225,0.0083,0.05,0.05,0.05,0.05,43.09
rvq-L6xK4,2,1,0,0.6445,0.0216,0.09099,0.1045,0.12962,0.12962,1.0
rvq-L6xK4,2,2,0,0.8065,0.0161,0.15667,0.15594,0.25412,0.25412,1.67
rvq-L6xK4,2,4,0,0.941,0.0094,0.29893,0.34844,0.40525,0.4435,1.96
rvq-L6xK4,2,8,0,0.991,0.0031,0.60042,0.61231,0.717,0.74662,2.9
rvq-L6xK4,2,16,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L6xK4,2,32,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L6xK4,2,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L6xK4,2,40,1,0.0405,0.0061,0.005,0.005,0.005,0.005,1.0
rvq-L6xK4,2,80,1,0.0805,0.0099,0.01,0.01,0.01,0.01,1.01
rvq-L6xK4,2,160,1,0.165,0.0152,0.02,0.02,0.02,0.02,1.02
rvq-L6xK4,2,400,1,0.425,0.0221,0.05,0.05,0.05,0.05,1.1
rvq-L6xK4,3,1,0,0.442,0.0214,0.02877,0.02969,0.05232,0.05375,1.0
rvq-L6xK4,3,2,0,0.6195,0.0205,0.05146,0.05187,0.0815,0.08338,1.76
rvq-L6xK4,3,4,0,0.771,0.0178,0.08945,0.09187,0.12962,0.14225,2.75
rvq-L6xK4,3,8,0,0.889,0.0122,0.15419,0.16731,0.22028,0.24525,4.18
rvq-L6xK4,3,16,0,0.9595,0.0072,0.29078,0.32075,0.38745,0.41825,4.87
rvq-L6xK4,3,32,0,0.995,0.0023,0.58839,0.59625,0.71379,0.74613,6.95
rvq-L6xK4,3,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L6xK4,3,40,1,0.083,0.0083,0.005,0.005,0.005,0.005,1.03
rvq-L6xK4,3,80,1,0.1775,0.0136,0.01,0.01,0.01,0.01,1.09
rvq-L6xK4,3,160,1,0.314,0.019,0.02,0.02,0.02,0.02,1.38
rvq-L6xK4,3,400,1,0.623,0.0208,0.05,0.05,0.05,0.05,2.19
rvq-L6xK4,4,1,0,0.2815,0.0206,0.01085,0.00819,0.02763,0.031,1.0
rvq-L6xK4,4,2,0,0.41,0.0215,0.01838,0.017,0.036,0.04775,1.75
rvq-L6xK4,4,4,0,0.5705,0.0211,0.03132,0.03231,0.05227,0.05725,3.02
rvq-L6xK4,4,8,0,0.73,0.0177,0.05212,0.05306,0.08342,0.0985,5.24
rvq-L6xK4,4,16,0,0.8485,0.0134,0.08926,0.0945,0.12602,0.15238,8.2
rvq-L6xK4,4,32,0,0.921,0.0091,0.15402,0.16837,0.21816,0.23425,12.24
rvq-L6xK4,4,64,0,0.977,0.0047,0.28288,0.31094,0.37127,0.41763,14.65
rvq-L6xK4,4,40,1,0.131,0.0101,0.005,0.005,0.005,0.005,1.42
rvq-L6xK4,4,80,1,0.246,0.0151,0.01,0.01,0.01,0.01,1.85
rvq-L6xK4,4,160,1,0.45,0.0187,0.02,0.02,0.02,0.02,2.73
rvq-L6xK4,4,400,1,0.7235,0.0171,0.05,0.05,0.05,0.05,5.6
rvq-L6xK4,5,1,0,0.194,0.019,0.00476,0.0025,0.01675,0.01988,1.0
rvq-L6xK4,5,2,0,0.288,0.0211,0.0075,0.00475,0.02079,0.02637,1.88
rvq-L6xK4,5,4,0,0.404,0.0229,0.01277,0.01069,0.02776,0.03712,3.44
rvq-L6xK4,5,8,0,0.537,0.0217,0.02103,0.02069,0.04066,0.04913,6.11
rvq-L6xK4,5,16,0,0.6645,0.0194,0.03357,0.034,0.05576,0.06388,10.76
rvq-L6xK4,5,32,0,0.785,0.0154,0.05323,0.0535,0.08301,0.10675,18.38
rvq-L6xK4,5,64,0,0.8855,0.0119,0.08819,0.09225,0.12554,0.13937,29.74
rvq-L6xK4,5,40,1,0.1875,0.0123,0.005,0.005,0.005,0.005,2.67
rvq-L6xK4,5,80,1,0.3475,0.0166,0.01,0.01,0.01,0.01,4.17
rvq-L6xK4,5,160,1,0.5475,0.0195,0.02,0.02,0.02,0.02,7.57
rvq-L6xK4,5,400,1,0.789,0.015,0.05,0.05,0.05,0.05,18.23
rvq-L6xK4,6,1,0,0.1095,0.0133,0.00169,0.00063,0.00614,0.01525,1.0
rvq-L6xK4,6,2,0,0.1765,0.0173,0.00293,0.0015,0.01063,0.01713,1.84
rvq-L6xK4,6,4,0,0.2595,0.0202,0.00497,0.003,0.01639,0.02075,3.42
rvq-L6xK4,6,8,0,0.347,0.0215,0.00821,0.0065,0.02176,0.02587,6.26
rvq-L6xK4,6,16,0,0.4695,0.0211,0.01342,0.01169,0.02739,0.034,11.27
rvq-L6xK4,6,32,0,0.594,0.0202,0.02122,0.02131,0.03837,0.04312,19.82
rvq-L6xK4,6,64,0,0.719,0.0173,0.03312,0.03256,0.05214,0.06763,34.97
rvq-L6xK4,6,40,1,0.2615,0.0135,0.005,0.005,0.005,0.005,5.62
rvq-L6xK4,6,80,1,0.4315,0.017,0.01,0.01,0.01,0.01,9.98
rvq-L6xK4,6,160,1,0.6095,0.0176,0.02,0.02,0.02,0.02,18.34
rvq-L6xK4,6,400,1,0.8075,0.0144,0.0483,0.05,0.05,0.05,45.88
hkmeans-L4xK16,1,1,0,0.7695,0.0189,0.06834,0.07525,0.09675,0.09675,1.0
hkmeans-L4xK16,1,2,0,0.8775,0.0126,0.13948,0.1385,0.17675,0.18588,1.84
hkmeans-L4xK16,1,4,0,0.9595,0.0066,0.28348,0.28569,0.32499,0.34637,3.29
hkmeans-L4xK16,1,8,0,0.993,0.0022,0.54725,0.54425,0.59275,0.60888,4.46
hkmeans-L4xK16,1,16,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L4xK16,1,32,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L4xK16,1,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L4xK16,1,40,1,0.0785,0.0114,0.005,0.005,0.005,0.005,1.0
hkmeans-L4xK16,1,80,1,0.144,0.0155,0.01,0.01,0.01,0.01,1.0
hkmeans-L4xK16,1,160,1,0.269,0.0197,0.02,0.02,0.02,0.02,1.0
hkmeans-L4xK16,1,400,1,0.6185,0.0225,0.05,0.05,0.05,0.05,1.27
hkmeans-L4xK16,2,1,0,0.385,0.0181,0.00513,0.00487,0.00937,0.01063,1.0
hkmeans-L4xK16,2,2,0,0.5475,0.0183,0.01014,0.00962,0.01652,0.01875,1.88
hkmeans-L4xK16,2,4,0,0.722,0.0154,0.01977,0.0195,0.02852,0.03325,3.52
hkmeans-L4xK16,2,8,0,0.848,0.0121,0.04005,0.04019,0.05438,0.05962,5.93
hkmeans-L4xK16,2,16,0,0.929,0.0082,0.07966,0.08063,0.10338,0.11775,9.23
hkmeans-L4xK16,2,32,0,0.973,0.0046,0.15893,0.15931,0.18997,0.2045,16.11
hkmeans-L4xK16,2,64,0,0.9935,0.0019,0.31169,0.31294,0.34294,0.35637,27.52
hkmeans-L4xK16,2,40,1,0.3905,0.0181,0.005,0.005,0.005,0.005,1.52
hkmeans-L4xK16,2,80,1,0.573,0.0181,0.01,0.01,0.01,0.01,2.46
hkmeans-L4xK16,2,160,1,0.74,0.0159,0.02,0.02,0.02,0.02,3.98
hkmeans-L4xK16,2,400,1,0.875,0.0113,0.05,0.05,0.05,0.05,7.11
hkmeans-L4xK16,3,1,0,0.177,0.009,0.00068,0.0005,0.00175,0.002,1.0
hkmeans-L4xK16,3,2,0,0.2975,0.0129,0.0014,0.00125,0.00263,0.00363,1.96
hkmeans-L4xK16,3,4,0,0.4565,0.0156,0.0028,0.00263,0.00451,0.0055,3.75
hkmeans-L4xK16,3,8,0,0.6135,0.0158,0.0057,0.00562,0.008,0.00937,7.19
hkmeans-L4xK16,3,16,0,0.7685,0.0138,0.01139,0.01131,0.015,0.01738,13.8
hkmeans-L4xK16,3,32,0,0.877,0.0111,0.02224,0.02212,0.02813,0.0325,26.05
hkmeans-L4xK16,3,64,0,0.9465,0.007,0.04368,0.04419,0.05326,0.05738,48.64
hkmeans-L4xK16,3,40,1,0.593,0.0169,0.005,0.005,0.005,0.005,6.67
hkmeans-L4xK16,3,80,1,0.7445,0.0146,0.01,0.01,0.01,0.01,12.53
hkmeans-L4xK16,3,160,1,0.861,0.0127,0.02,0.02,0.02,0.02,23.79
hkmeans-L4xK16,3,400,1,0.948,0.0076,0.05,0.05,0.05,0.05,55.35
hkmeans-L4xK16,4,1,0,0.1745,0.009,0.00066,0.0005,0.00163,0.00187,1.0
hkmeans-L4xK16,4,2,0,0.295,0.0129,0.00135,0.00125,0.00263,0.00363,2.0
hkmeans-L4xK16,4,4,0,0.454,0.0155,0.00267,0.00263,0.00438,0.00513,4.0
hkmeans-L4xK16,4,8,0,0.6105,0.0158,0.00541,0.00531,0.00776,0.00937,8.0
hkmeans-L4xK16,4,16,0,0.7655,0.0138,0.01082,0.01069,0.01401,0.01663,15.99
hkmeans-L4xK16,4,32,0,0.8745,0.0112,0.02116,0.02113,0.02589,0.02987,31.98
hkmeans-L4xK16,4,64,0,0.945,0.0071,0.04166,0.04219,0.04938,0.0555,63.92
hkmeans-L4xK16,4,40,1,0.5935,0.017,0.005,0.005,0.005,0.005,7.61
hkmeans-L4xK16,4,80,1,0.7485,0.0147,0.01,0.01,0.01,0.01,14.85
hkmeans-L4xK16,4,160,1,0.859,0.0127,0.02,0.02,0.02,0.02,30.0
hkmeans-L4xK16,4,400,1,0.947,0.0081,0.05,0.05,0.05,0.05,76.72
rvq-L4xK16,1,1,0,0.7695,0.0189,0.06834,0.07525,0.09675,0.09675,1.0
rvq-L4xK16,1,2,0,0.8775,0.0126,0.13948,0.1385,0.17675,0.18588,1.84
rvq-L4xK16,1,4,0,0.9595,0.0066,0.28348,0.28569,0.32499,0.34637,3.29
rvq-L4xK16,1,8,0,0.993,0.0022,0.54725,0.54425,0.59275,0.60888,4.46
rvq-L4xK16,1,16,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L4xK16,1,32,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L4xK16,1,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L4xK16,1,40,1,0.0735,0.0099,0.005,0.005,0.005,0.005,1.0
rvq-L4xK16,1,80,1,0.1425,0.0131,0.01,0.01,0.01,0.01,1.0
rvq-L4xK16,1,160,1,0.2795,0.0176,0.02,0.02,0.02,0.02,1.0
rvq-L4xK16,1,400,1,0.6175,0.0231,0.05,0.05,0.05,0.05,1.27
rvq-L4xK16,2,1,0,0.3135,0.019,0.00728,0.00662,0.01525,0.0175,1.0
rvq-L4xK16,2,2,0,0.4585,0.0197,0.0133,0.01325,0.02339,0.02987,1.88
rvq-L4xK16,2,4,0,0.6135,0.0195,0.0235,0.02225,0.03739,0.0445,3.31
rvq-L4xK16,2,8,0,0.7485,0.0172,0.04002,0.03856,0.05675,0.0705,5.13
rvq-L4xK16,2,16,0,0.865,0.013,0.07149,0.07131,0.09715,0.11075,5.78
rvq-L4xK16,2,32,0,0.9455,0.0076,0.14016,0.13856,0.17727,0.18862,11.05
rvq-L4xK16,2,64,0,0.978,0.0044,0.27614,0.27631,0.31969,0.34963,19.93
rvq-L4xK16,2,40,1,0.2155,0.0129,0.005,0.005,0.005,0.005,1.34
rvq-L4xK16,2,80,1,0.382,0.0173,0.01,0.01,0.01,0.01,2.02
rvq-L4xK16,2,160,1,0.5835,0.019,0.02,0.02,0.02,0.02,3.25
rvq-L4xK16,2,400,1,0.7955,0.0162,0.05,0.05,0.05,0.05,5.62
rvq-L4xK16,3,1,0,0.1065,0.011,0.00088,0.0005,0.00264,0.00912,1.0
rvq-L4xK16,3,2,0,0.177,0.0138,0.00165,0.00119,0.00427,0.00925,1.91
rvq-L4xK16,3,4,0,0.2705,0.0167,0.00292,0.00256,0.00702,0.011,3.58
rvq-L4xK16,3,8,0,0.372,0.0179,0.00497,0.00462,0.01001,0.01463,6.51
rvq-L4xK16,3,16,0,0.476,0.0192,0.00849,0.00838,0.01487,0.02088,11.14
rvq-L4xK16,3,32,0,0.6075,0.0178,0.01428,0.01375,0.02251,0.02913,20.27
rvq-L4xK16,3,64,0,0.729,0.0164,0.02432,0.02363,0.03569,0.04537,35.3
rvq-L4xK16,3,40,1,0.3705,0.0152,0.005,0.005,0.005,0.005,6.79
